chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,class_DC
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StandardXYItemRendererTest.java,StandardXYItemRendererTest.java,224,64,0.2857142857142857,4,0.07142857142857142
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StandardXYBarPainterTest.java,StandardXYBarPainterTest.java,87,51,0.5862068965517241,3,0.1954022988505747
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/GradientXYBarPainterTest.java,GradientXYBarPainterTest.java,97,51,0.5257731958762887,3,0.1752577319587629
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRendererTest.java,StackedXYAreaRendererTest.java,201,67,0.3333333333333333,4,0.08333333333333333
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYBlockRendererTest.java,XYBlockRendererTest.java,188,72,0.3829787234042553,4,0.09574468085106383
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYErrorRendererTest.java,XYErrorRendererTest.java,167,70,0.41916167664670656,4,0.10479041916167664
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRendererTest.java,XYBoxAndWhiskerRendererTest.java,150,58,0.38666666666666666,6,0.06444444444444444
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/YIntervalRendererTest.java,YIntervalRendererTest.java,212,61,0.28773584905660377,4,0.07193396226415094
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2Test.java,StackedXYAreaRenderer2Test.java,158,62,0.3924050632911392,4,0.0981012658227848
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/CandlestickRendererTest.java,CandlestickRendererTest.java,195,70,0.358974358974359,4,0.08974358974358974
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/VectorRendererTest.java,VectorRendererTest.java,102,55,0.5392156862745098,4,0.13480392156862744
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/RendererXYPackageUtils.java,RendererXYPackageUtils.java,81,50,0.6172839506172839,3,0.20576131687242796
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYDotRendererTest.java,XYDotRendererTest.java,153,59,0.38562091503267976,4,0.09640522875816994
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYBarRendererTest.java,XYBarRendererTest.java,325,90,0.27692307692307694,4,0.06923076923076923
